movie_id	audience_score	critic_score	actor_names	actor_links	synopsis	In Theaters	Genre	Studio	Directed By	Runtime	Box Office	Rating	Written By
50 First Dates	65%	44%	Adam Sandler,Drew Barrymore,Rob Schneider,Sean Astin,Blake Clark,Lusia Strus,Dan Aykroyd,Amy Hill,Allen Covert,Maya Rudolph,Nephi Pomaikai Brown,Joe Nakashima,Jonathan Loughran,Peter Dante,Dom Magwili,Wayne Federman,J.D. Donaruma,Kent Avenido,Sharon Omi,Glen Chin,Aukuso Gus Puluti Sr.,Christian Guiterrez,Kylie Moore,James Lee,Keali'i Olmos,Tache Uesugi,Lynn Collins,Esmond Chung,Kristin Bauer van Straten,Ishtar Uhvana,Brenda Vivian,Chantell D. Christopher,Shenika Williams,Nectar Rose,Jackie Titone,Yan Lin,Nicola Hersh,Virginia Reece,Melissa Lawner,Katheryn Winnick,David Suapaia,Julianne Morris,Peter Chen,Marguerite Cazin,Michael K. Osborn,Kevin James,Denise Bee,Albert Chi,Brian L. Keaulana	NA	NA	Feb 13, 2004 wide	Comedy	Sony Pictures	Peter Segal	99 minutes	$120,776,832	PG-13 (for crude sexual humor and drug references)	George Wing
50 to 1	70%	17%	Skeet Ulrich,Christian Kane,William Devane,Madelyn Deutch,Todd Lowe,Calvin Borel,Bruce Wayne Eckelman,Stewart Richardson,David Atkinson,Hugo Perez,Malea Mitchell	NA	NA	NA	Drama,Kids & Family	Ten Furlongs LLC.	Jim Wilson	110 minutes	$1,063,723	PG-13 (for some suggestive material and a bar brawl)	Jim Wilson, Faith Conroy
5 Broken Cameras	88%	95%	Emad Burnat,Soraya Burnat,Mohammed Burnat,Yasin Burnat,Taky-Adin Burnat,Gibreel Burnat,Muhammad Burnat,Bassem Abu-Rahma,Adeeb Abu-Rahma,Ashraf Abu-Rahma,Phil Abu-Rahma,Daba Abu-Rahma,Intisar Burnat,Eyad Burnat,Riyad Burnat,Khaled Burnat,Jafar Burnat,Yisrael Puterman	NA	NA	May 30, 2012 limited	Art House & International,Documentary,Drama,Special Interest	Kino Lorber Films	Emad Burnat, Guy Davidi	90 minutes	$108,541	NR	Guy Davidi
600 Miles	39%	94%	Tim Roth,Kristyan Ferrer,Harrison Thomas,Julian Sedgwick,Mónica Del Carmen,Noe Hernández,Greg Lutz,Craig Oldfather,Harris Kendall,Tad Sallee,Antonella Cassia,Justice Lee,Rick L. Lobato,Ken Lownds	NA	NA	NA	Drama,Mystery & Suspense	Lucia Films	Gabriel Ripstein	83 minutes	NA	R (for language throughout and some violence)	Issa López, Gabriel Ripstein
6 Below: Miracle On The Mountain	56%	24%	Josh Hartnett,Mira Sorvino,Jason Cottle,Kale Culley,Sarah Dumont,Kale Brady Culley,Austin R. Grant,Nathan Stevens,Marty McSorely,Marty McSorley,Sean Pilz,Joey Miyashima,David H. Stevens,Beth Waugh,Curt Kelsey,Judi Carpenter,Jason Boydston,Craig Hosking,Amber Townsend,Devin Hansen,Joe Bucaro III	NA	NA	Oct 13, 2017 limited	Drama,Mystery & Suspense	Dune Entertainment	Scott Waugh	89 minutes	NA	PG-13 (for thematic elements including drug addiction, some disturbing images and brief partial nudity)	Madison Turner
7 Boxes	82%	100%	Celso Sebastian Franco Ferreira,Víctor Sosa,Lali González,Dante Nico Garcia	NA	NA	Feb 7, 2014 limited	Action & Adventure,Art House & International,Mystery & Suspense	Breaking Glass Pictures	Tana Schémbori, Juan Carlos Maneglia	100 minutes	NA	PG-13	Juan Carlos Maneglia
90 Minutes In Heaven	50%	24%	Hayden Christensen,Kate Bosworth,Dwight Yoakam,Hudson Meek,Jason Kennedy,Bobby Batson,Elizabeth Hunter,Fred Dalton Thompson,David Clyde Carr,Catherine Carlen,Gianna Simone,Michael Harding,Rhoda Griffis,Cynthia Barrett,Mark Oliver,Bruce Taylor,Matthew Bauman,Trevor Martin,Salley Hooks,Matthew Cornwell,Jody Thompson,Aaron Webb,Geoffrey Williams,Geordie White,Ashley Bratcher,Vanessa Cloke,Cara Mantella,Kathy Payne,Tang Nguyen,Michael W. Smith,David Carr,Harrison Powell,Marshall Bell,Lynn Cole,Lynne Cole,Michael Crider,Tom Key,Marty Stonerock,Shane Jackson,Deena Beasley,Gregory Alan Williams,Jasper Polish,Rob Demery,Tyler Case,Pastor Don Piper,Nicholas Pryor	NA	NA	Sep 11, 2015 limited	Drama	Samuel Goldwyn Films	Michael Polish	121 minutes	NA	PG-13 (for intense accident and injury images)	Michael Polish
9 Dead Gay Guys	61%	22%	Glen Mulhern,Brendan Mackey,Steven Berkoff,Michael Praed,Vas Blackwood,Simon Godley,Carol Decker,Raymond Griffiths,Abdala Keserwani,Karen Sharman,Leon Herbert,Abadala Keserwani,Steven Woodhouse,John Michaels,Rickardo Beckles-Burrows,Deban Aderemi,Fish,Bryan Lawrence,Barry Martin,Peter Lochburn,Bill Hayes,Wayne Crompton,Mark Gardner,Neil Howarth,Ptere Keswick,Harry Harris,Yvonne Fisher,Janice Frost,Cordelia Thomas,Laura Hazell,Martin Collins,Karen Coppins,Nicholas Chinardet,Adrian Flack,Mark Joyce,Jason Daly,Glenn Mulhern	NA	NA	Oct 17, 2002 wide	Comedy	TLA Releasing	Ky Mo Lab, Lab Ky Mo	83 minutes	NA	R	Ky Mo Lab
A Crude Awakening: The Oil Crash	84%	79%		NA	NA	Apr 17, 2007 wide	Documentary,Special Interest	Docurama	Basil Gelpke, Ray McCormack, Reto Caduff	85 minutes	NA	NR	Basil Gelpke, Ray McCormack
A Mother's Courage: Talking Back To Autism	77%	56%	Margret Dagmar Ericsdottir,Kate Winslet,Dr. David G. Amaral,Dr. Simon Baron Cohen,Lori Collins,Jason Collins,David Crowe,Taylor Crowe,Geraldine Dawson,Temple Grandin,Lisa Helt,Portia Iversen,Linda Lange,Catherine Lord,Joseph Morrow,Soma Mukhopadhyay,Tito Mukhopadhyay,Dr. Sally Rogers,Jonathan Shestack,Vernon Smith,Thorkil Sonne,Brenda J. Terzich	NA	NA	Sep 24, 2010 limited	Art House & International,Documentary,Special Interest	First Run Features	Fridrik Thor Fridriksson	103 minutes	$1,849	NR	NA
A Wink and a Smile	45%	40%		NA	NA	May 28, 2008 wide	Documentary,Special Interest	First Run Features	Deirdre Timmons	91 minutes	NA	NR	Deirdre Timmons
About Alex	43%	44%	Aubrey Plaza,Jane Levy,Jason Ritter,Max Greenfield,Maggie Grace,Nate Parker,Max Minghella,Adam Saunders,Rey Lucas	NA	NA	Aug 8, 2014 limited	Drama	Screen Media Ventures	Jesse Zwick	96 minutes	NA	R (for language and drug use)	Jesse Zwick
About Time	81%	68%	Domhnall Gleeson,Rachel McAdams,Bill Nighy,Tom Hughes,Margot Robbie,Lydia Wilson,Lindsay Duncan,Tom Hollander,Vanessa Kirby,Joshua McGuire,Richard Cordery,Will Merrick (II) ,Clemmie Dugdale,Harry Hadden-Paton,Mitchell Mullen,Lisa Eichhorn,Jenny Rainsford,Natasha Powell,Mark Healy,Ben Benson,Philip Voss,Tom Godwin,Pal Aron,Catherine Steadman,Andrew Martin Yates,Verity Fullerton,Veronica Owings,Olivia Konten,Sarah Steinberg Heller,Jaiden, Dervish,Jacob Francis,Jago Freud,Ollie Phillips,Sophie Pond,Sophie Brown,Molly Seymour,Matilda Sturridge,Tom Stourton,Rebecca Chew,Jon West,Graham Richard Howgego,Kerrie Liane Studholme,Ken Hazeldine,Barbar Gough,Jon Boden,Charlie Curtis,Andy Brown	NA	NA	Nov 1, 2013 limited	Comedy,Drama,Science Fiction & Fantasy	Universal Pictures	Richard Curtis	123 minutes	$18,472,384	R (for language and some sexual content)	Richard Curtis
Absentia	49%	75%	Courtney Bell,Dave Levine,Justin Gordon,Katie Parker,Morgan Peter Brown,James Flanagan,Doug Jones,Ian Gregory,Scott Graham,Connie Ventress,Elisabeth Adwin,Erin Cipolletti	NA	NA	NA	Horror	Phase 4 Films	Mike Flanagan	95 minutes	NA	R (for language and some disturbing images)	Mike Flanagan
Absolutely Anything	31%	19%	Simon Pegg,Kate Beckinsale,Sanjeev Bhaskar,Rob Riggle,Robert Bathurst,Eddie Izzard,Robin Williams,Michael Palin,Marianne Oldham,Emma Pierson,Terry Jones,Meera Syal,Terry Gilliam,John Cleese,Eric Idle,Joanna Lumley	NA	NA	May 12, 2017 limited	Comedy,Science Fiction & Fantasy,Romance	Atlas Distribution	Terry Jones	85 minutes	$673,096	NR (for language including sexual references, and brief nudity)	Terry Jones, Gavin Scott
Accepted	72%	37%	Justin Long,Jonah Hill,Blake Lively,Columbus Short,Adam Herschman,Maria Thayer,Lewis Black,Mark Derwin,Jack Gaines,Ann Cusack,Hannah Marks,Robin Lord Taylor,Diora Baird,Brendan Miller,Joe Hursley,Jeremy Howard,Anthony Heald,Travis Van Winkle,Kaitlin Doubleday,Sam Horrigan,Ross Patterson,Artie Baxter,Kellan Lutz,Chantelle Tibbs,Christian Long,Yorke Fryer,York Fryer,Skyler Stone,Jimmy Leung,Jim Leung,Shaun Reyes,Matt Noble,Lisa Gleave,Alejandra Gutierrez,Jim O'Heir,Darcy Shean,Jay Harik,Mathew Vigil,Debbon Ayer,Carla Jimenez,Ned Schmidtke,Tim Bagley,Ray Santiago,Margaret Travolta,Brian Powell,Mike Daily,Jeff Duby,Scott Adsit,Lindy Loundagin,Steve Little,Ethan Hova,Paraic McGann,Arthur Leo,Criscilla Crossland,Larke Hasstedt,Holly Fielding,Meredith Giangrande,Kate French,Christina Diaz,Zoe Di Stefano,David Carmon,Armen Weitzman,Christopher Khai,Stephanie St. Hilaire,Shameka Banks,Nicholas Garren,Louie Heredia,Matthew St. Clair,Jamie Leffler,Nina Nam,Wendy Waller,Ronnie Lewis Jr.,Matthew Ching,Richard Brown,Miylika Davis,Laurie Meghan Phelps,Portis Hershey,Joseph Robinson,Jaime Seibert,Joseph Stiteler,Greg Lutzka,Chad Fernandez,Richard Thorne,Mathias Ringstrom,Ben Snowden,Mike Crum,Kurtis Colamonico,Jason Jones	NA	NA	Aug 18, 2006 wide	Comedy	Universal Pictures	Steve Pink	93 minutes	$36,300,285	PG-13 (for language, sexual material and drug content)	Adam Cooper, Bill Collage, Mark Perez
Aces: Iron Eagle III	24%	0%	Louis Gossett Jr,Rachel McLish,Paul Freeman,Horst Buchholz,Christopher Cazenove,Sonny Chiba,Ray 'Boom Boom' Mancini,Mitchell Ryan,Rob Estes,Fred Dalton Thompson,Phill Lewis,Tom Bower,Juan Fernández,J.E. Freeman,Inez Perez,Branscombe Richmond,Paul Weber,Rick Garcia,Rick Sky Garcia,Bob Minor,Father Nacho,Nick Gomez,Adrian A. Oviedo,David Herrera,Estrella Reyes,Majorie Shields,Fred Smith	NA	NA	Jun 12, 1992 wide	Action & Adventure,Drama	Sony Pictures Home Entertainment	John Glen	98 minutes	NA	R	Kevin Elders, Gordon Greisman
Addicted To Fame	62%	27%	Anna Nicole Smith,David Giancola,Chyna,John James,Howard K. Stern,Daniel Wayne Smith,Mary Beth French,Zorinah Juan,Ben Coello	NA	NA	Nov 30, 2012 limited	Comedy,Documentary,Special Interest,Television	Abramorama Entertainment	David Giancola	89 minutes	NA	PG-13 (For language and suggested drug use)	David Giancola
Addiction Incorporated	63%	76%	Victor J. DeNoble,Paul C. Mele,Walt Bogdanich,Joseph M. Bruno,John P. Coale,Jack E. Henningfield,Russ Herman,Philip J. Hilts,Dr. David A. Kessler,Myron Levin,Michael C. Moore,Matthew L. Myers,Bruce Reed,William Schultz,Keith Summa,Henry Waxman,Ron Wyden,Ronald Wyden,Sharon Y. Eubanks,Steven C. Parrish,Mitchell Zeller	NA	NA	Dec 14, 2011 limited	Documentary,Special Interest	Variance Films	Charles Evans, Jr.	102 minutes	$39,974	PG-13 (for thematic material involving smoking and addiction, and for some language)	NA
Admission	32%	38%	Tina Fey,Paul Rudd,Michael Sheen,Nat Wolff,Wallace Shawn,Gloria Reuben,Travaris Meeks-Spears,Lily Tomlin,Ann Harada,Ben Levin (II) ,Daniel Joseph Levy,Maggie Keenan-Bolger,Elaine Kussack,Christopher Evan Welch,Michael Genadry,Juliet Brett,John Brodsky,Camille Branton,Sarita Choudhury,Freddie Francis,Travis Bratten,Tanisha Long,Nadia Alexander,Karen Pham,Rob Campbell,Sonya Walger,Olek Krupa,Roby Sobieski,Lauren Anne Schaffel,Brian Charles Johnson,Lipica Shah,Jarod Einsohn,Caliaf St. Aubyn,Zita-Ann Geoffrey,Laura Jordan,Sarah Quinn,Jason Blaj,Zachary Unger,Lisa Emery,Mihran Shlougian,Lynne Taylor,Brian d'Arcy James,Leigha Handcock,David Simins,Brad Wilson,Ryan McCarty,Krishna Choudhary,Ricky Lee Jones,Thomas Merckens,Alan Robert Southworth,Chris Brownell,Chris Palermo,Anthony Capers,Julia Faye Fisher,Gameela Wright	NA	NA	Mar 22, 2013 wide	Comedy	Focus Features	Paul Weitz	107 minutes	$18,000,000	PG-13 (for language and some sexual material)	Karen Croner
Adult Beginners	31%	47%	Paula Garcés,Rose Byrne,Nick Kroll,Bobby Cannavale,Joel McHale,Jane Krakowski,Bobby Moynihan,Mike Birbiglia,Josh Charles,Jason Mantzoukas,Caleb and Matthew Paddock,Jeffrey DeMunn,Caitlin FitzGerald,Sarah Steele,Julie White,Paula Garcés,Celia Weston	NA	NA	Apr 24, 2015 wide	Comedy	Radius	Ross Katz	90 minutes	$104,415	R (for language and some drug use)	Nick Kroll, Jeff Cox, Liz Flahive
Adult World	37%	53%	Emma Roberts,Evan Peters,John Cusack,Armando Riesco,Shannon Woodward,Reed Birney,Cloris Leachman,Catherine Lloyd Burns,Chris Riggi,Summer Shelton,Manu Gargi,Pat Squire,Scott Coffey,Patricia Squire,John Cullum,Joshua B. Ward,William Szczech,Becky Cerio,Edward Ellison,A. Kyo Moon,Marshico Robinson,Darin Turnbull,Evelina Oboza,Lauren Leah Mitchell,Alexander Edinger,Jo Mei,Avery Pastella	NA	NA	Feb 14, 2014 limited	Comedy	IFC Films	Scott Coffey	93 minutes	$16,740	R (for sexual content and some drug use)	Andrew Cochran
Afflicted	57%	82%	Baya Rehaz,Clif Prowse,Derek Lee	NA	NA	Apr 4, 2014 wide	Drama	CBS Films	Derek Lee, Clif Prowse	86 minutes	$121,179	R (for disturbing bloody violence, and language)	NA
Affluenza	23%	20%	Nicola Peltz,Ben Rosenfield (II),Gregg Sulkin,Grant Gustin,Samantha Mathis,Steve Guttenberg,Valentina de Angelis,Carla Quevedo,Danny Burstein,Adriane Lenox,Ryan Vigilant,Darius Homayoun,Patrick Page,John Rothman,Roger Rees,Armin Amiri	NA	NA	Jul 11, 2014 limited	Drama,Television	FilmBuff	Kevin Asch	84 minutes	NA	NR	Antonio Macia
Afghan Star	76%	100%	Rafi Nabzaada,Rafi Naabzada,Lima Sahar,Fayez Hameed	NA	NA	Jun 26, 2009 wide	Art House & International,Documentary,Musical & Performing Arts,Special Interest,Television	Zeitgeist Films	Havana Marking	87 minutes	NA	NR	NA
Afternoon Delight	41%	67%	Juno Temple,Kathryn Hahn,Josh Radnor,Jane Lynch,Michaela Watkins,Jessica St. Clair,Josh Stamberg,Keegan-Michael Key,Annie Mumolo,John Kapelos,Noah Harpster,Suzy Nakamura,Eugene Cordero,Link Ruiz,César García,Sawyer Ever,Makenna Cotton,Javier Calderon,Bryan Lugo,Alesana Faiva Mauga,Marshall Manesh,Tucker,The Baroness,Joanne Basile,Inga Bespalovaite,Julie Bolene,Nicole Brock,Antonia Crane,Mariela Iv,Lauren Kaplow,Rie Katagiri,Violet Lake,Luz Pazos,Marie-Pier,Uzuiri Simms	NA	NA	Aug 30, 2013 limited	Comedy,Drama	The Film Arcade	Jill Soloway	99 minutes	$174,496	R (for strong sometimes graphic sexual content, language and some drug use)	Jill Soloway
After Fall, Winter	69%	13%	Eric Schaeffer	NA	NA	Jan 27, 2012 limited	Drama,Romance	Independent Pictures	Eric Schaeffer	130 minutes	NA	NR	Eric Schaeffer
After Stonewall	76%	100%	Melissa Etheridge,Dorothy Allison,Dorothy Allison,Barney Frank	NA	NA	Jan 1, 1999 wide	Documentary,Special Interest	NA	John Scagliotti	88 minutes	NA	NR	NA
After the Ball	43%	27%	Portia Doubleday,Marc-Andre Grondin,Lauren Holly,Chris Noth,Natalie Krill,Anna Hopkins,David Michael,Mimi Kuzyk,Carlo Rota,Colin Mochrie,Michael Mancini,Lola Tash,Deena Azziz,Ron Sakamoto,Rebecca Croll,Emma Elle Paterson,Jade Hassouné,Raphael Grosz-Harvey,Lucien Bergeron,Francois Vachon,Jeehy Jung,Chris Wilding,Moe Jeudy-Lamour,Moe Jeudy,Mark Aylward,Julien Boissaud,Katherine Cleland,Christina Kelly,Henry Kwok,Matt Langton,Sasha Lipskaia,Nathaly Thibault,Thibault Pira VanOvereem	NA	NA	Apr 24, 2015 wide	Art House & International,Comedy	Pacific Northwest Pictures	Sean Garrity	102 minutes	$160,165	NR	Jason Sherman, Kate Melville
After the Dark	44%	77%	James D'Arcy,Bonnie Wright,Freddie Stroma,Daryl Sabara,Sophie Lowe,Rhys Wakefield,Maia Mitchell,Jacob Artist,George Blagden,Erin Moriarty (II),Katie Findlay,Philippa Coulthard,Natasha Gott,Taser Hassan,Chanelle Bianca Ho,Darius Homayoun,Cinta Laura Kiehl,Melissa Le-Vu,Toby Sebastian,Abhi Sinha,Hope Olaide Wilson	NA	NA	Feb 7, 2014 limited	Drama,Mystery & Suspense,Science Fiction & Fantasy	Phase 4 Films	John Huddles	107 minutes	NA	R (for some violence, sexuality and brief drug use)	John Huddles
After the Storm	80%	97%	Hiroshi Abe,Yoko Maki,Kirin Kiki,Lily Franky,Satomi Kobayashi,Sosuke Ikematsu,Isao Hashizume,Taiyo Yoshizawa	NA	NA	Mar 17, 2017 limited	Art House & International,Drama	Film Movement	Hirokazu Koreeda	117 minutes	$270,210	NR	Hirokazu Koreeda
After Words	56%	38%	Marcia Gay Harden,Jackie Torres,Jenna Ortega,Oscar Jaenada,Yvette Thor,Sonni Paisley,Ron Canada,Teresa Cuevas,Alvaro Chavez,Diego Serrano,Pablo Cesar Rodriguez,Alvaro Colina,Mauricio Astorga,Manolo Ruiz Garcia,Maria Bonilla Picado,Beatriz Rojas Cardenas,Rhona Myers,Haydee "La Tia" Bisval,Huguette Urhausen	NA	NA	Aug 21, 2015 wide	Drama	Level 33 Entertainment	Juan Feldman	91 minutes	NA	NR	Joel Silverman
Against the Ropes	28%	12%	Meg Ryan,Omar Epps,Charles S. Dutton,Tony Shalhoub,Tim Daly,Joe Cortese,Kerry Washington,Sean Bell,Dean McDermott,Skye McCole Bartusiak,Juan Carlos Hernández,Holt McCallany,Tory Kittles,Gene Mack,Jared Durand,Beau Starr,Angelo Tucci,Reg Dreger,Diego Fuentes,Arturo Fresolone,James Jardine,Big Daddy Wayne,Merwin Mondesir,Doug Lennox,Hayley Verlyn,Moses Nyarko,Adrian Devine,Joel Harris,Michael Rhoades,Bruce Gooch,Arnold Pinnock,Nevin Pajkic,Adrianne Keshock,Dov Tiefenbach,Jackie Kallen,Mike Kraft,John Christopher Terry,Tamara Hickey,Karen Robinson,Noah Danby,Rocky Zolnierczyk,Tracey Waterhouse,Michael Buffer,Neil Crone,Ray Marsh,Jeff Ironi,Jean Daigle,Carlos Varela Jr.,Jason Jones,Shawn Lawrence,Howard Green,Julian Scott Urena,Remo DiCarlo,Everton McEwan,Eric Reynolds,Nick Alachiotis,Syd Vanderpool,Egerton Marcus,Suchart Yidkerepauprai,Hector Perez,Rogue Johnston,Paul Lawrie,Donovan Boucher,Martin Van Zanten,Edwin DeLeon,Chad Keens-Douglas,Michael Amos,Anthony Ferri,Joseph Richardson,Everol Carty,Derek Bujalski,Michael Dion,Adrian Teodorescu,Alwin Mascoll,Peter Wylie,Dave Dunbar	NA	NA	Feb 20, 2004 wide	Drama	Paramount Pictures	Charles S. Dutton	110 minutes	$5,696,752	PG-13 (adult situations)	Cheryl Edwards
The Age of Innocence	76%	81%	Daniel Day-Lewis,Michelle Pfeiffer,Winona Ryder,Richard E. Grant,Alec McCowen,Geraldine Chaplin,Mary Beth Hurt,Stuart Wilson,Miriam Margolyes,Sian Phillips,Alexis Smith,Michael Gough,Jonathan Pryce,Robert Sean Leonard,Carolyn Farina,Tracey Ellis,Norman Lloyd,Domenica Cameron-Scorsese,Linda Faye Farkas,Michael Rees Davis,Terry L. Cook,Jon Garrison,Howard Erskine,John McLoughlin,Christopher Nilsson,Kevin Sanders,Zoé,W.B. Brydon,Cristina Pronzati,Clement Fowler,Cindy Katz,June Squibb,Mac Orange,Brian Davies,Claire Bloom,Thomas Gibson,Thomas Barbour,Henry Fehren,Patricia Dunnock,Martin Scorsese,Catherine Scorsese,Charles Scorsese,Joanne Woodward	NA	NA	Oct 1, 1993 wide	Drama,Romance	Columbia Pictures	Martin Scorsese	138 minutes	NA	PG (for thematic elements and some mild language.)	Martin Scorsese, Jay Cocks
Ain't In It For My Health: A Film About Levon Helm	76%	93%	Levon Helm,Billy Bob Thornton,Larry Campbell,Amy Helm	NA	NA	Apr 19, 2013 limited	Documentary,Musical & Performing Arts	Kino Lorber	Jacob Hatley	83 minutes	$99,118	NR	NA
Alamar	85%	91%	Jorge Machado,Roberta Palombini,Natan Machado Palombini	NA	NA	Jul 14, 2010 wide	Art House & International,Drama	Film Movement	Pedro González-Rubio	73 minutes	$61,613	G	Pedro González-Rubio
